,artist,track,time,genre,date entered,date peaked,Weeks on Billboard,Top Billboard Rank,Week,Ranking
3021,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,14,47.0,10,69.0
3022,Ideal,Whatever,3:48,R&B,2000-06-10,2000-08-19,18,47.0,10,48.0
3023,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,20,47.0,10,52.0
3024,Ginuwine,None Of Ur Friends Business,4:12,Rock,1999-12-11,2000-01-22,15,48.0,10,55.0
3025,"Davidson, Clay",Unconditional,3:56,Country,2000-03-25,2000-06-17,20,49.0,10,56.0
3026,DMX,What You Want,4:05,Rap,2000-07-01,2000-09-23,20,49.0,10,57.0
3027,"John, Elton",Someday Out Of The Blue,4:41,Rock,2000-04-22,2000-05-06,15,49.0,10,90.0
3029,Mya,The Best Of Me,4:12,Rock,2000-04-15,2000-05-20,17,50.0,10,61.0
3030,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,20,50.0,10,65.0
3031,Eminem,Stan,5:26,Rap,2000-11-04,2000-12-02,15,51.0,10,70.0
3032,"McEntire, Reba",I'll Be,4:23,Country,2000-05-13,2000-07-29,20,51.0,10,55.0
3033,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,17,51.0,10,79.0
3034,"Urban, Keith",Your Everything,4:10,Country,2000-07-15,2000-09-16,16,51.0,10,51.0
3036,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,20,52.0,10,54.0
3037,"Houston, Whitney",Could I Have This Kiss Forever,3:54,Rock,2000-06-17,2000-08-05,19,52.0,10,56.0
3038,Bloodhound Gang,The Bad Touch,4:20,R&B,2000-03-18,2000-04-15,12,52.0,10,92.0
3039,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,19,53.0,10,53.0
3040,"Messina, Jo Dee",Because You Love Me,3:50,Country,2000-01-29,2000-03-11,13,53.0,10,61.0
3041,"Keith, Toby",Country Comes To Town,3:39,Country,2000-08-05,2000-10-14,15,54.0,10,55.0
3042,Beenie Man,Girls Dem Sugar,4:17,Reggae,2000-10-21,2000-12-02,15,54.0,10,75.0
3043,"Hill, Faith",Let's Make Love,4:11,Rap,2000-08-12,2000-10-21,14,54.0,10,55.0
3044,Kelis,Caught Out There,4:09,R&B,1999-12-04,2000-01-08,12,54.0,10,67.0
3046,3 Doors Down,Loser,4:24,Rock,2000-10-21,2000-12-02,20,55.0,10,61.0
3047,Brooks & Dunn,You'll Always Be Loved By Me,2:58,Country,2000-06-10,2000-09-09,19,55.0,10,68.0
3048,"Chesney, Kenny",What I Need To Do,4:05,Country,2000-04-01,2000-06-10,17,56.0,10,57.0
3049,"Stone, Angie",No More Rain (In This Cloud),4:42,R&B,1999-12-25,2000-01-22,17,56.0,10,69.0
3050,Da Brat,That's What I'm Looking For,3:44,Rap,2000-02-26,2000-04-15,18,56.0,10,70.0
3052,Papa Roach,Last Resort,3:19,Rock,2000-07-29,2000-12-02,20,57.0,10,64.0
3053,"Adams, Yolanda",Open My Heart,5:30,Gospel,2000-08-26,2000-10-21,20,57.0,10,59.0
3054,Shyne,Bad Boyz,4:22,Rap,2000-09-09,2000-10-28,15,57.0,10,78.0
3055,R.E.M.,The Great Beyond,4:10,Rock,1999-12-25,2000-01-29,14,57.0,10,59.0
3056,"Diffie, Joe",It's Always Somethin',2:55,Country,2000-08-12,2000-09-16,14,57.0,10,85.0
3057,"McGraw, Tim",Some Things Never Change,3:56,Country,2000-05-13,2000-07-01,14,58.0,10,58.0
3058,"Henley, Don",Taking You Home,4:08,Rock,2000-06-24,2000-08-05,20,58.0,10,68.0
3059,Eminem,The Way I Am,4:40,Rap,2000-08-26,2000-09-30,10,58.0,10,86.0
3060,Nas,You Owe Me,3:51,R&B,2000-03-25,2000-04-15,16,59.0,10,69.0
3061,Sister Hazel,Change Your Mind,4:02,Rock,2000-07-15,2000-08-05,20,59.0,10,78.0
3063,"McBride, Martina",There You Are,3:26,Country,2000-09-09,2000-10-21,13,60.0,10,63.0
3065,Lil' Kim,No Matter What They Say,4:12,Rap,2000-07-15,2000-08-05,10,60.0,10,97.0
3068,Splender,I Think God Can Explain,3:55,R&B,2000-06-10,2000-06-24,12,62.0,10,89.0
3070,M2M,Mirror Mirror,3:19,Pop,2000-04-01,2000-05-27,18,62.0,10,70.0
3071,Kumbia Kings,U Don't Love Me,3:50,R&B,2000-03-04,2000-03-18,10,62.0,10,100.0
3072,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,17,63.0,10,79.0
3073,"Blige, Mary J.",Deep Inside,5:26,Rock,1999-11-13,2000-01-22,15,63.0,10,67.0
3074,"Price, Kelly",You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,20,64.0,10,68.0
3075,Changing Faces,That Other Woman,4:00,Rock,2000-09-30,2000-10-28,11,64.0,10,85.0
3076,"Wright, Chely",It Was,3:51,R&B,2000-03-04,2000-04-15,10,64.0,10,98.0
3077,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,17,65.0,10,78.0
3078,Hot Boys,I Need A Hot Girl,4:16,Rap,2000-02-19,2000-03-11,13,65.0,10,90.0
3080,"Adkins, Trace",More,3:05,Country,2000-04-29,2000-06-17,11,65.0,10,83.0
3081,"Dixie Chicks, The",Cold Day In July,5:12,Country,2000-06-24,2000-08-05,10,65.0,10,91.0
3083,DMX,What's My Name,3:50,Rap,2000-01-15,2000-02-12,11,67.0,10,94.0
3086,"Blige, Mary J.",Give Me You,5:00,Rock,2000-04-15,2000-05-13,9,68.0,10,100.0
3087,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,19,69.0,10,79.0
3088,Third Eye Blind,Deep Inside Of You,4:10,Rock,2000-09-02,2000-10-07,12,69.0,10,97.0
3091,"Anthony, Marc",My Baby You,3:59,Latin,2000-09-16,2000-10-07,20,70.0,10,76.0
3095,"Loveless, Patty",That's The Kind Of Mood I'm In,3:27,Country,2000-09-16,2000-11-18,14,71.0,10,71.0
3097,"Rimes, LeAnn",Can't Fight The Moonlight,3:33,Country,2000-09-09,2000-09-16,20,71.0,10,79.0
3098,Lil Wayne,Tha Block Is Hot,4:13,Rap,1999-12-04,2000-01-08,11,72.0,10,87.0
3101,Drama,"Left, Right, Left",3:37,Rap,2000-02-12,2000-03-18,13,73.0,10,96.0
3102,Limp Bizkit,N 2 Gether Now,3:55,Rock,1999-12-04,2000-01-08,11,73.0,10,97.0
3104,Ying Yang Twins,Whistle While You Twurk,4:19,Rap,2000-03-18,2000-04-29,14,74.0,10,89.0
3105,"Walker, Clay","Live, Laugh, Love",4:06,Country,1999-12-04,2000-01-22,11,74.0,10,92.0
3106,Metallica,No Leaf Clover (Live),5:43,Rock,2000-02-12,2000-03-11,10,74.0,10,95.0
3109,Big Punisher,It's So Hard,3:25,Rap,2000-04-22,2000-05-06,15,75.0,10,84.0
3110,"Worley, Darryl",When You Need My Love,3:35,Country,2000-06-17,2000-09-02,15,75.0,10,80.0
3111,Lil' Kim,How Many Licks?,3:50,Rap,2000-11-25,2000-12-02,9,75.0,10,96.0
3114,"Cagle, Chris",My Love Goes On And On,3:02,Country,2000-10-21,2000-12-02,11,76.0,10,83.0
3116,Metallica,I Disappear,4:26,Rock,2000-05-13,2000-06-17,20,76.0,10,84.0
3117,Jay-Z,Hey Papi,3:40,Rap,2000-08-12,2000-10-07,15,76.0,10,77.0
3118,Fatboy Slim,The Rockafeller Skank,4:00,Electronica,1999-11-13,2000-01-22,12,76.0,10,92.0
3122,Ginuwine,The Best Man I Can Be,4:06,Rock,2000-01-08,2000-03-04,12,77.0,10,77.0
3125,Stone Temple Pilots,Sour Girl,4:16,Rock,2000-07-08,2000-07-29,13,78.0,10,93.0
3127,"Cyrus, Billy Ray",You Won't Be Lonely Now,3:45,Country,2000-09-23,2000-11-11,13,80.0,10,80.0
3128,Clark Family Experience,Meanwhile Back At The Ranch,2:56,Country,2000-11-18,2000-12-16,12,80.0,10,81.0
3129,"Thomas, Carl",Summer Rain,4:57,Rock,2000-09-23,2000-10-14,11,80.0,10,94.0
3131,Trick Daddy,Shut Up,4:17,Rap,2000-05-20,2000-06-17,11,83.0,10,92.0
3133,Cam'ron,What Means The World To You,4:38,Rap,2000-10-14,2000-11-18,10,83.0,10,92.0
3141,Madison Avenue,Don't Call Me Baby,3:44,Electronica,2000-07-08,2000-09-16,20,88.0,10,92.0
3143,Limp Bizkit,Re-Arranged,4:08,Rock,1999-12-04,2000-02-05,18,88.0,10,88.0
3148,"Hart, Beth",L.A. Song,3:47,Country,1999-11-27,2000-01-15,12,90.0,10,97.0
3153,"Herndon, Ty",No Mercy,4:43,Country,2000-03-18,2000-05-06,8,92.0,10,96.0
3170,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,28,1.0,11,1.0
3171,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,26,1.0,11,1.0
3172,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,33,1.0,11,4.0
3173,Madonna,Music,3:45,Rock,2000-08-12,2000-09-16,24,1.0,11,2.0
3174,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3:38,Rock,2000-08-05,2000-10-14,21,1.0,11,1.0
3175,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,24,1.0,11,1.0
3176,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,32,1.0,11,17.0
3177,"Iglesias, Enrique",Be With You,3:36,Latin,2000-04-01,2000-06-24,20,1.0,11,5.0
3178,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,26,1.0,11,2.0
3179,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,55,1.0,11,26.0
3180,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,25,1.0,11,5.0
3181,"Aguilera, Christina",What A Girl Wants,3:18,Rock,1999-11-27,2000-01-15,24,1.0,11,2.0
3182,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,41,1.0,11,17.0
3183,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,47,1.0,11,70.0
3184,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,32,1.0,11,9.0
3185,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,39,1.0,11,8.0
3186,"Carey, Mariah",Thank God I Found You,4:14,Rock,1999-12-11,2000-02-19,20,1.0,11,1.0
3187,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,53,2.0,11,30.0
3188,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,30,2.0,11,17.0
3189,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,28,2.0,11,11.0
3190,"Braxton, Toni",He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,37,2.0,11,4.0
3191,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,32,2.0,11,13.0
3192,98¡,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,20,2.0,11,7.0
3193,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,32,3.0,11,13.0
3194,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,53,3.0,11,51.0
3195,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,28,3.0,11,6.0
3196,"Aguilera, Christina",I Turn To You,4:00,Rock,2000-04-15,2000-07-01,22,3.0,11,17.0
3197,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,28,4.0,11,8.0
3198,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,44,4.0,11,27.0
3199,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,32,4.0,11,24.0
3200,N'Sync,Bye Bye Bye,3:15,Rock,2000-01-29,2000-04-15,23,4.0,11,5.0
3201,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,19,4.0,11,8.0
3202,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,27,4.0,11,5.0
3203,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,22,4.0,11,6.0
3204,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,29,5.0,11,9.0
3205,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,21,5.0,11,8.0
3206,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,27,5.0,11,7.0
3207,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,26,5.0,11,6.0
3208,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,26,5.0,11,8.0
3209,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,24,6.0,11,7.0
3210,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,27,6.0,11,11.0
3211,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,28,6.0,11,11.0
3212,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,23,6.0,11,7.0
3213,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,1999-12-11,2000-01-29,20,6.0,11,13.0
3214,"Badu, Erkyah",Bag Lady,5:03,Rock,2000-08-19,2000-10-07,20,6.0,11,8.0
3215,Pink,There U Go,3:23,Rock,2000-03-04,2000-04-08,32,7.0,11,15.0
3216,Creed,Higher,5:16,Rock,1999-09-11,2000-07-22,57,7.0,11,57.0
3217,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,34,7.0,11,37.0
3218,Next,Wifey,4:03,Rock,2000-05-27,2000-09-09,21,7.0,11,21.0
3220,Sonique,It Feels So Good,3:48,Rock,2000-01-22,2000-04-22,24,8.0,11,13.0
3221,"Spears, Britney",Oops!.. I Did It Again,3:30,Rock,2000-04-22,2000-06-10,20,9.0,11,14.0
3222,"Backstreet Boys, The",Shape Of My Heart,3:49,Rock,2000-10-14,2000-12-02,20,9.0,11,17.0
3223,Everclear,Wonderful,4:30,Rock,2000-07-08,2000-09-30,21,11.0,11,28.0
3224,Ja Rule,Between Me And You,4:05,Rap,2000-09-16,2000-11-18,20,11.0,11,11.0
3225,"Rimes, LeAnn",I Need You,3:42,Country,2000-05-27,2000-08-12,25,11.0,11,13.0
3226,Smash Mouth,Then The Morning Comes,3:04,Rock,1999-10-30,2000-01-29,26,11.0,11,16.0
3227,Jay-Z,I Just Wanna Love U (Give It 2 Me),3:50,Rap,2000-10-28,2000-12-30,21,11.0,11,12.0
3228,Jagged Edge,Let's Get Married,4:23,Rock,2000-05-06,2000-07-29,24,11.0,11,23.0
3229,Filter,Take A Picture,4:23,Rock,1999-11-27,2000-02-05,20,12.0,11,12.0
3230,"Martin, Ricky",She Bangs,4:02,Latin,2000-10-07,2000-12-02,18,12.0,11,22.0
3231,Mystikal,Shake Ya Ass,4:46,Rap,2000-08-12,2000-10-28,20,13.0,11,14.0
3232,BBMak,Back Here,3:35,Rock,2000-04-29,2000-07-29,31,13.0,11,19.0
3233,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,20,14.0,11,41.0
3234,Third Eye Blind,Never Let You Go,3:57,Rock,2000-01-22,2000-04-01,22,14.0,11,14.0
3235,Red Hot Chili Peppers,Otherside,4:13,Rock,2000-02-12,2000-05-27,22,14.0,11,29.0
3236,Profyle,Liar,3:57,R&B,2000-09-16,2000-10-28,20,14.0,11,35.0
3237,Barenaked Ladies,Pinch Me,3:46,Rock,2000-09-09,2000-11-25,21,15.0,11,16.0
3238,Jagged Edge,He Can't Love U,3:30,Rock,1999-12-11,2000-01-08,20,15.0,11,24.0
3239,504 Boyz,Wobble Wobble,3:35,Rap,2000-04-15,2000-05-06,18,17.0,11,64.0
3240,Sting,Desert Rose,3:52,Rock,2000-05-13,2000-08-26,26,17.0,11,19.0
3241,Jay-Z,Big Pimpin',3:55,Rap,2000-04-22,2000-07-08,20,18.0,11,21.0
3242,Kid Rock,Only God Knows Why,5:27,Rock,2000-02-19,2000-04-15,20,19.0,11,21.0
3243,Foo Fighters,Learn To Fly,3:55,Rock,1999-10-16,2000-01-22,21,19.0,11,22.0
3244,"Dixie Chicks, The",Goodbye Earl,4:19,Country,2000-03-18,2000-05-06,15,19.0,11,86.0
3245,Guy,Dancin',4:08,R&B,1999-12-18,2000-01-01,11,19.0,11,94.0
3246,Lil Bow Wow,Bounce With Me,3:22,Rap,2000-08-19,2000-09-16,20,20.0,11,27.0
3247,Westlife,Swear It Again,4:07,Rock,2000-04-01,2000-07-01,20,20.0,11,32.0
3248,Train,Meet Virginia,3:55,Rock,1999-10-09,2000-01-22,27,20.0,11,22.0
3249,"Thomas, Carl",I Wish,3:50,Rock,2000-03-25,2000-05-13,20,20.0,11,22.0
3251,"Simpson, Jessica",I Think I'm In Love With You,3:32,Pop,2000-07-01,2000-08-12,16,21.0,11,38.0
3252,Ludacris,What's Your Fantasy,4:16,Rap,2000-09-30,2000-12-16,22,21.0,11,22.0
3253,Lil' Zane,Callin' Me,3:43,Rap,2000-07-29,2000-09-02,13,21.0,11,67.0
3254,M2M,Don't Say You Love Me,3:41,Pop,1999-11-20,2000-01-08,12,21.0,11,98.0
3255,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,24,22.0,11,22.0
3256,"Brock, Chad",Yes!,3:22,Country,2000-04-08,2000-07-01,20,22.0,11,28.0
3257,"Martin, Ricky",Shake Your Bon-Bon,3:08,Latin,1999-11-20,2000-02-12,18,22.0,11,91.0
3258,Vertical Horizon,You're A God,3:45,Rock,2000-08-26,2000-11-04,21,23.0,11,23.0
3259,Avant,Separated,4:13,Rock,2000-04-29,2000-05-20,20,23.0,11,23.0
3260,"Rimes, LeAnn",Big Deal,3:03,Country,1999-10-16,2000-01-01,20,23.0,11,26.0
3261,IMx,Stay The Night,3:37,Rap,1999-10-09,2000-01-08,20,23.0,11,40.0
3262,Dr. Dre,The Next Episode,2:38,Rap,2000-05-27,2000-07-29,20,23.0,11,26.0
3263,"Spears, Britney",Lucky,3:23,Rock,2000-08-12,2000-09-09,11,23.0,11,100.0
3264,Savage Garden,Crash And Burn,4:41,Rock,2000-04-08,2000-05-27,20,24.0,11,34.0
3265,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,2000-10-07,24,24.0,11,26.0
3266,Sammie,I Like It,4:09,Rock,2000-01-29,2000-04-15,20,24.0,11,29.0
3267,Goo Goo Dolls,Broadway,3:54,Rock,2000-04-22,2000-07-01,20,24.0,11,24.0
3268,"Moore, Mandy",I Wanna Be With You,4:12,Pop,2000-06-17,2000-08-12,23,24.0,11,42.0
3269,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,20,25.0,11,25.0
3270,D'Angelo,Untitled (How Does It Feel),7:10,R&B,2000-01-22,2000-02-19,17,25.0,11,39.0
3271,"Messina, Jo Dee",That's The Way,3:17,Country,2000-06-24,2000-08-26,20,25.0,11,31.0
3272,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,20,26.0,11,32.0
3273,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,26,26.0,11,48.0
3274,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,20,26.0,11,26.0
3275,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,21,27.0,11,27.0
3276,"Dixie Chicks, The",Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,20,27.0,11,27.0
3277,"McGraw, Tim",My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,20,27.0,11,28.0
3278,"Tritt, Travis",Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,22,27.0,11,33.0
3279,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,20,27.0,11,36.0
3280,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,14,27.0,11,53.0
3281,"Houston, Whitney",I Learned From The Best,4:18,Rock,2000-02-19,2000-03-25,11,27.0,11,82.0
3282,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,20,28.0,11,29.0
3283,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,20,28.0,11,31.0
3285,"McGraw, Tim",My Best Friend,4:33,Country,1999-11-27,2000-01-29,21,29.0,11,29.0
3286,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,20,29.0,11,47.0
3288,"Jones, Donell",Where I Wanna Be,6:22,Rock,2000-04-22,2000-07-08,20,29.0,11,33.0
3289,"Paisley, Brad",We Danced,3:45,Country,2000-10-14,2000-12-16,20,29.0,11,36.0
3290,Lonestar,What About Now,3:30,Country,2000-06-10,2000-08-19,20,30.0,11,30.0
3291,"Backstreet Boys, The",The One,3:46,Rock,2000-05-27,2000-07-01,15,30.0,11,76.0
3292,"Keith, Toby",How Do You Like Me Now?!,3:29,Country,2000-01-29,2000-04-08,20,31.0,11,31.0
3293,"Strait, George",The Best Day,3:24,Country,2000-01-29,2000-04-22,20,31.0,11,33.0
3294,"Dixie Chicks, The",Without You,3:32,Country,2000-10-07,2000-12-23,20,31.0,11,35.0
3295,Musiq,Just Friends (Sunny),4:02,Rap,2000-10-14,2000-12-30,20,31.0,11,32.0
3296,"McEntire, Reba",What Do You Say,3:26,Country,1999-10-30,2000-01-29,20,31.0,11,53.0
3297,"Braxton, Toni",Just Be A Man About It,4:10,Rock,2000-07-29,2000-09-02,20,32.0,11,50.0
3298,"Iglesias, Enrique",Rhythm Divine,7:35,Latin,1999-12-04,2000-01-22,17,32.0,11,49.0
3299,"Fabian, Lara",I Will Love Again,3:43,Pop,2000-06-10,2000-08-12,17,32.0,11,37.0
3300,Bon Jovi,It's My Life,3:44,Rock,2000-08-12,2000-09-30,20,33.0,11,35.0
3301,"Evans, Sara",Born To Fly,5:36,Country,2000-10-21,2000-12-30,20,34.0,11,34.0
3302,"Chesney, Kenny",I Lost It,3:54,Country,2000-10-21,2000-12-23,20,34.0,11,36.0
3303,J-Shin,One Night Stand,4:34,R&B,1999-12-25,2000-02-26,17,34.0,11,38.0
3304,Eve,Love Is Blind,3:51,Rap,2000-01-08,2000-02-19,16,34.0,11,50.0
3305,Aaliyah,I Don't Wanna,4:15,Rock,2000-01-29,2000-03-04,20,35.0,11,37.0
3306,"Montgomery, John Michael",The Little Girl,3:52,Country,2000-09-09,2000-10-28,20,35.0,11,37.0
3307,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,15,35.0,11,67.0
3308,"Vassar, Phil",Just Another Day In Paradise,3:54,Country,2000-09-30,2000-12-02,20,35.0,11,43.0
3309,Ice Cube,You Can Do It,4:20,Rap,1999-12-04,2000-01-15,12,35.0,11,73.0
3310,"Wills, Mark",Back At One,4:00,Country,2000-01-15,2000-02-26,18,36.0,11,45.0
3311,Lucy Pearl,Dance Tonight,3:45,R&B,2000-05-20,2000-07-29,19,36.0,11,36.0
3312,"Jackson, Alan",It Must Be Love,2:53,Country,2000-06-24,2000-09-02,20,37.0,11,37.0
3313,"Griggs, Andy",She's More,3:19,Country,2000-03-11,2000-06-10,20,37.0,11,47.0
3314,No Doubt,Simple Kind Of Life,4:11,Rock,2000-07-01,2000-07-22,13,38.0,11,88.0
3315,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,19,38.0,11,44.0
3316,Rascal Flatts,Prayin' For Daylight,3:36,Country,2000-05-06,2000-08-12,20,38.0,11,49.0
3317,Vitamin C,Graduation (Friends Forever),4:23,Rock,2000-04-15,2000-06-10,12,38.0,11,57.0
3318,"Gilman, Billy",One Voice,4:07,Country,2000-06-17,2000-09-02,19,38.0,11,43.0
3319,Lonestar,Smile,3:33,Country,1999-12-18,2000-02-12,20,39.0,11,43.0
3320,"Rogers, Kenny",Buy Me A Rose,3:46,Country,2000-03-11,2000-05-06,20,40.0,11,46.0
3321,"Lawrence, Tracy",Lessons Learned,2:55,Country,2000-01-29,2000-04-08,20,40.0,11,40.0
3322,"Strait, George",Go On,3:48,Country,2000-08-26,2000-10-28,20,40.0,11,44.0
3323,Sisqo,Got To Get It,3:52,Rock,1999-11-20,2000-01-22,20,40.0,11,43.0
3324,Baha Men,Who Let The Dogs Out,3:17,R&B,2000-07-22,2000-10-21,20,40.0,11,53.0
3325,"Walker, Clay",The Chain Of Love,5:03,Country,2000-04-15,2000-06-10,20,40.0,11,44.0
3326,"McBride, Martina",Love's The Only House,5:13,Country,2000-02-05,2000-04-15,20,42.0,11,42.0
3327,Amber,Sexual (Li Da Di),4:38,Rock,1999-07-17,2000-02-12,29,42.0,11,99.0
3328,"Tippin, Aaron",Kiss This,2:53,Country,2000-08-26,2000-10-21,20,42.0,11,51.0
3329,SheDaisy,I Will.. But,3:40,Country,2000-07-15,2000-09-16,20,43.0,11,44.0
3330,"Raye, Collin",Couldn't Last A Moment,3:40,Country,2000-03-18,2000-06-24,20,43.0,11,48.0
3331,Black Rob,Whoa!,4:04,Rap,2000-03-04,2000-04-15,17,43.0,11,54.0
3332,"Jackson, Alan",Pop A Top,3:04,Country,1999-11-13,2000-01-22,17,43.0,11,43.0
3333,"Black, Clint",Been There,5:28,Country,2000-02-19,2000-04-15,20,44.0,11,44.0
3334,Common,The Light,3:55,Rap,2000-08-05,2000-09-09,19,44.0,11,52.0
3335,"Vassar, Phil",Carlene,4:07,Country,2000-03-04,2000-04-22,19,45.0,11,52.0
3336,"Jackson, Alan",www.memory,2:36,Country,2000-11-04,2000-12-23,15,45.0,11,63.0
3338,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,14,47.0,11,83.0
3339,Ideal,Whatever,3:48,R&B,2000-06-10,2000-08-19,18,47.0,11,47.0
3340,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,20,47.0,11,60.0
3341,Ginuwine,None Of Ur Friends Business,4:12,Rock,1999-12-11,2000-01-22,15,48.0,11,64.0
3342,"Davidson, Clay",Unconditional,3:56,Country,2000-03-25,2000-06-17,20,49.0,11,54.0
3343,DMX,What You Want,4:05,Rap,2000-07-01,2000-09-23,20,49.0,11,52.0
3344,"John, Elton",Someday Out Of The Blue,4:41,Rock,2000-04-22,2000-05-06,15,49.0,11,93.0
3346,Mya,The Best Of Me,4:12,Rock,2000-04-15,2000-05-20,17,50.0,11,72.0
3347,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,20,50.0,11,65.0
3348,Eminem,Stan,5:26,Rap,2000-11-04,2000-12-02,15,51.0,11,69.0
3349,"McEntire, Reba",I'll Be,4:23,Country,2000-05-13,2000-07-29,20,51.0,11,52.0
3350,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,17,51.0,11,96.0
3351,"Urban, Keith",Your Everything,4:10,Country,2000-07-15,2000-09-16,16,51.0,11,55.0
3353,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,20,52.0,11,53.0
3354,"Houston, Whitney",Could I Have This Kiss Forever,3:54,Rock,2000-06-17,2000-08-05,19,52.0,11,59.0
3355,Bloodhound Gang,The Bad Touch,4:20,R&B,2000-03-18,2000-04-15,12,52.0,11,96.0
3356,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,19,53.0,11,72.0
